Id;Name;PIW name;Religion;Culture;SizeModifier;Pashas;Climate;Ice?;Storm?;Galleys;Manpower;Income;Terrain;ToT-SPA;ToT-POR;HRE;Mine(1) ?;MineValue;Goods;Uprgadable;CoT Historical Modifier;Difficulty for Colonization;Native Combat Strength;Ferocity;Efficiency of Natives in combat;Negotiation Value for Trading Posts;Natives Tolerance value ;City XPos;City YPos;Army XPos;ArmyYPos;PortXPos;Port YPos;Manufactory XPos; Manufactory YPos;Port/sea Adjacency;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Terrain x;Terrain Y;Terrain variant;Area;Region;Continent;;Extra River Desc Link 1;Extra River Desc Link 2;Extra River Desc Link 3;;Fill coord X;Fill coord Y;;;;;;;;;;;;;;;;
202;Parnaiba;coastal;exotic;teremembe;0;0;6;0;0;0;1;4;1;0;1;0;0;0;sug;1;-3;5;15;1;1;3;9;6974;4200;7117;4229;7002;4163;7017;4246;1110;7081;4276;5;7053;4266;6;7066;4240;7;6949;4152;7;Recife;South America;America;Parnaiba;1421;0;0;#N/A;7046;4227;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
203;Recife;coastal;exotic;teremembe;0;0;6;0;0;0;1;5;1;0;1;0;0;0;sug;1;0;5;15;1;1;3;5;7248;4322;7134;4351;7290;4338;7187;4268;1112;7197;4394;0;7165;4398;1;7144;4271;2;-100;-100;0;Recife;South America;America;Recife;0;0;0;#N/A;7179;4321;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
204;Iguato;inland;exotic;teremembe;0;0;6;0;0;0;1;3;1;0;1;0;0;0;Tob;0;-3;5;15;1;1;3;3;7040;4364;7016;4491;0;0;6973;4321;0;6915;4446;4;6951;4422;3;6966;4463;0;6960;4360;2;Recife;South America;America;Iguato;0;0;0;#N/A;7039;4372;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
205;Pernambuc;coastal;exotic;teremembe;0;0;6;0;0;0;1;6;1;0;1;0;0;0;Tob;0;0;5;15;1;1;3;2;7115;4524;7101;4445;7102;4587;7072;4465;1113;7078;4557;0;-100;-100;0;-100;-100;0;-100;-100;0;Recife;South America;America;Pernambuc;0;0;0;#N/A;7097;4492;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
206;Alagoas;inland;exotic;tupinamba;0;0;6;0;0;0;1;3;1;0;1;0;0;0;grai;0;-3;5;15;1;1;3;7;6944;4562;6903;4576;0;0;6915;4651;0;6878;4499;6;6863;4593;5;6949;4636;2;-100;-100;0;Bahia;South America;America;Alagoas;0;0;0;#N/A;6931;4632;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
207;Diamentina;coastal;exotic;tupinamba;0;0;6;0;0;0;1;2;1;0;1;0;0;0;sug;1;-3;5;10;1;1;4;2;7016;4710;6950;4725;7053;4694;6991;4750;1113;7001;4562;4;7037;4577;2;6999;4593;3;-100;-100;0;Bahia;South America;America;Diamentina;0;0;0;#N/A;6987;4709;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
208;Minas Gerais;inland;exotic;tupinamba;0;0;6;0;0;0;1;2;1;0;1;0;0;0;mineral;0;-3;5;10;1;1;3;7;6849;4832;6817;4746;0;0;6869;4718;0;6780;4879;4;6814;4663;1;6780;4780;3;6741;4872;0;Bahia;South America;America;Minas Gerais;0;0;0;#N/A;6853;4784;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
209;Salvador;coastal;exotic;tupinamba;0;0;6;0;0;0;1;3;1;0;1;0;0;0;sug;1;0;4;10;1;1;5;3;6903;4958;6958;4852;6955;4954;6852;4937;1114;6842;4884;4;6918;4847;1;-100;-100;0;-100;-100;0;Bahia;South America;America;Salvador;0;0;0;#N/A;6905;4894;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
210;Itaimas;coastal;exotic;tupinamba;0;0;6;0;0;0;1;4;1;0;1;0;0;0;Tob;0;-3;4;10;1;1;2;5;6736;4994;6597;4994;6711;5040;6666;4941;1114;6520;4958;7;6543;4965;6;6592;5046;5;6637;5025;6;Bahia;South America;America;Itaimas;0;0;0;#N/A;6621;5015;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
211;Niteroi;coastal;exotic;tupinamba;0;0;6;0;0;0;1;5;1;0;1;0;0;0;sug;1;0;5;10;1;1;2;4;6518;5148;6528;5086;6563;5149;6496;5215;1115;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Rio;South America;America;Niteroi;0;0;0;#N/A;6511;5170;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
212;Araxa;inland;exotic;tupinamba;0;0;6;0;0;0;1;2;0;0;1;0;0;0;grai;0;-3;6;10;1;1;5;6;6450;5082;6353;5156;0;0;6401;5181;0;6419;5090;3;6460;5014;2;6379;5217;6;-100;-100;0;Rio;South America;America;Araxa;0;0;0;#N/A;6421;5108;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
213;Curitiba;coastal;exotic;tupinamba;0;0;6;0;0;0;1;5;0;0;1;0;0;0;grai;0;-3;4;10;1;1;1;2;6353;5382;6458;5291;6402;5400;6400;5297;1115;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Rio;South America;America;Curitiba;0;0;0;#N/A;6432;5299;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
214;Cangucu;inland;exotic;tupinamba;0;0;6;0;0;0;1;3;1;0;1;0;0;0;grai;0;-3;4;10;1;1;4;7;6254;5436;6284;5329;0;0;6235;5353;0;6297;5237;5;6321;5269;6;6355;5280;7;6202;5327;5;Rio;South America;America;Cangucu;0;0;0;#N/A;6276;5366;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
215;Uruguay;coastal;exotic;tupinamba;0;0;3;0;0;0;1;6;0;1;1;0;0;0;grai;0;-2;3;5;1;1;3;5;6250;5566;6305;5520;6288;5597;6204;5529;1173;6137;5529;6;-100;-100;0;-100;-100;0;-100;-100;0;La Plata;South America;America;Uruguay;0;0;0;#N/A;6234;5547;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
216;Artigas;inland;exotic;tupinamba;0;0;6;0;0;0;1;2;1;1;0;0;0;0;grai;0;-3;6;60;1;1;8;7;5995;5395;6059;5371;0;0;6161;5396;0;6122;5350;3;6171;5454;4;5995;5315;3;6020;5320;1;Paraguay;South America;America;Artigas;0;0;0;#N/A;6096;5429;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
217;Parana;coastal;exotic;mataco;0;0;3;0;0;0;1;5;1;1;0;0;0;0;wool;0;-3;4;5;1;1;1;8;6062;5519;6010;5498;6056;5600;5967;5508;1173;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;La Plata;South America;America;Parana;0;0;0;#N/A;6006;5516;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
218;Neembucu;inland;exotic;mataco;0;0;6;0;0;0;1;4;1;1;0;0;0;0;grai;0;-3;5;30;1;1;5;6;5912;5476;5878;5389;0;0;5933;5323;0;5933;5373;1;-100;-100;0;-100;-100;0;-100;-100;0;Paraguay;South America;America;Neembucu;1302;0;0;#N/A;5901;5399;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
219;Tucuman;inland;exotic;mataco;0;0;2;0;0;0;1;2;2;1;0;0;1;100;Gold;0;-3;5;50;1;0.1;9;7;5482;5310;5515;5202;0;0;5434;5225;0;5470;5083;3;5483;5095;5;5452;5139;2;5554;5134;2;Inca;South America;America;Tucuman;0;0;0;#N/A;5486;5192;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
220;Jujuy;inland;exotic;mataco;0;0;6;0;0;0;1;3;0;1;0;0;0;0;wool;0;-3;7;10;1;0.1;9;5;5612;5329;5645;5225;0;0;5571;5227;0;5605;5358;2;-100;-100;0;-100;-100;0;-100;-100;0;Inca;South America;America;Jujuy;0;0;0;#N/A;5621;5254;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
221;Corrientes;inland;exotic;mataco;0;0;3;0;0;0;1;3;1;1;0;0;0;0;grai;0;-3;5;30;1;1;5;6;5806;5357;5754;5402;0;0;5712;5393;0;5736;5233;5;5766;5242;7;5796;5259;5;5716;5263;6;Paraguay;South America;America;Corrientes;0;0;0;#N/A;5761;5347;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
222;Rosario;inland;exotic;mataco;0;0;3;0;0;0;1;5;0;1;0;0;0;0;grai;0;-3;3;5;1;1;1;1;5814;5485;5895;5555;0;0;5838;5553;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;La Plata;South America;America;Rosario;0;0;0;#N/A;5834;5535;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
223;Aires;coastal;exotic;mataco;0;0;3;0;0;0;1;6;0;1;0;0;0;0;fish;0;0;3;5;1;1;1;1;6006;5709;6075;5685;6023;5764;5902;5628;1173;5932;5668;5;5988;5614;6;-100;-100;0;-100;-100;0;La Plata;South America;America;Aires;0;0;0;#N/A;5968;5638;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
224;Copetonas;coastal;exotic;mataco;0;0;3;0;0;0;1;4;0;1;0;0;0;0;grai;0;-3;3;5;1;1;2;1;5851;5855;5870;5721;5895;5830;5758;5825;1335;5831;5885;3;-100;-100;0;-100;-100;0;-100;-100;0;La Plata;South America;America;Copetonas;1402;0;0;#N/A;5820;5827;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
225;San Matias;inland;exotic;mataco;0;0;3;0;0;0;1;2;0;1;0;0;0;0;grai;0;-3;7;70;2;1;8;6;5760;6085;5698;5944;0;0;5758;5984;0;5699;5978;0;5679;6071;2;-100;-100;0;-100;-100;0;Patagonia;South America;America;San Matias;0;0;0;#N/A;5749;6010;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
226;Chubut;coastal;exotic;mataco;0;0;2;0;0;0;1;2;0;1;0;0;0;0;grai;0;-3;8;40;2;1;7;9;5761;6337;5690;6218;5797;6351;5698;6298;1169;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Patagonia;South America;America;Chubut;0;0;0;#N/A;5740;6278;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
227;Santa Cruz;coastal;exotic;patagonian;0;0;2;0;0;0;1;1;0;1;0;0;0;0;fish;0;-3;8;25;2;1;7;9;5685;6413;5638;6440;5702;6496;5605;6591;1169;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Patagonia;South America;America;Santa Cruz;0;0;0;#N/A;5676;6444;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
228;Magallanes;coastal;exotic;patagonian;0;0;8;0;0;0;1;1;2;1;0;0;0;0;fish;0;-3;9;15;2;1;7;9;5584;6803;5647;6719;5533;6828;5528;6709;1239;5609;6639;5;5588;6669;6;-100;-100;0;-100;-100;0;Patagonia;South America;America;Magallanes;0;0;0;#N/A;5613;6769;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
229;Tierra del Fuego;coastal;exotic;patagonian;0;0;8;0;0;0;1;1;2;1;0;0;0;0;fish;0;-3;9;5;2;1;7;9;5734;6812;5848;6861;5790;6809;5724;6907;1241;5730;6869;4;-100;-100;0;-100;-100;0;-100;-100;0;Patagonia;South America;America;Tierra del Fuego;0;0;0;#N/A;5748;6840;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
230;The Falklands;coastal;exotic;patagonian;0;0;8;0;0;0;1;1;0;1;0;0;0;0;fish;0;-3;8;0;0;0;0;0;6338;6580;6387;6578;6339;6624;6354;6533;1243;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Falklands;South America;America;The Falklands;0;0;0;#N/A;6340;6558;6383;6571;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
231;Connaught;inland;catholic;gaelic;0;0;3;0;0;0;1;5;4;0;0;0;0;0;fish;0;-1;0;0;0;0;0;0;8907;1287;8843;1321;0;0;8888;1328;0;8877;1348;3;-100;-100;0;-100;-100;0;-100;-100;0;Ireland;British Isles;Europe;Galway;0;0;0;0;8866;1349;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
232;Ulster;coastal;catholic;gaelic;0;0;3;0;0;0;2;7;0;0;0;0;0;0;clo;1;1;0;0;0;0;0;0;8982;1277;8943;1253;9017;1281;8948;1312;929;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ireland;British Isles;Europe;Belfast;0;0;0;1;8973;1292;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
233;Meath;coastal;catholic;gaelic;0;0;3;0;0;0;2;5;0;0;0;0;0;0;grai;0;1;0;0;0;0;0;0;8986;1415;8946;1374;8993;1395;8963;1412;929;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ireland;British Isles;Europe;Dublin;0;0;0;1;8955;1389;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
234;Leinster;inland;catholic;gaelic;0;0;3;0;0;0;2;6;0;0;0;0;0;0;fish;0;-1;0;0;0;0;0;0;8919;1502;8907;1448;0;0;8958;1475;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ireland;British Isles;Europe;Wexford;0;0;0;0;8933;1453;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
235;Munster;coastal;catholic;gaelic;0;0;3;0;0;0;2;5;0;0;0;0;0;0;fish;0;1;0;0;0;0;0;0;8851;1512;8815;1453;8880;1558;8803;1498;927;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Ireland;British Isles;Europe;Cork;0;0;0;1;8843;1482;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
236;The Highlands;coastal;reformed;gaelic;0;0;3;0;0;0;3;3;2;0;0;0;0;0;fish;0;1;0;0;0;0;0;0;9036;1056;9102;981;9009;1032;9082;1050;930;9075;998;4;-100;-100;0;-100;-100;0;-100;-100;0;Scotland;British Isles;Europe;Inverness;0;0;0;1;9065;1042;9029;959;8996;1004;8992;1030;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
237;The Grampians;coastal;reformed;gaelic;0;0;3;0;0;0;2;5;2;0;0;0;0;0;wool;0;1;0;0;0;0;0;0;9041;1141;9118;1076;9195;1094;9157;1069;931;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Scotland;British Isles;Europe;Aberdeen;0;0;0;1;9104;1114;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
238;Lothian;coastal;reformed;gaelic;0;0;3;0;0;0;3;6;0;0;0;0;0;0;fish;1;1;0;0;0;0;0;0;9113;1184;9136;1169;9144;1199;9140;1232;932;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Scotland;British Isles;Europe;Edinburgh;0;0;0;1;9133;1225;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
239;Strathclyde;coastal;reformed;gaelic;0;0;3;0;0;0;2;7;2;0;0;0;0;0;metal;1;2;0;0;0;0;0;0;9071;1251;9055;1272;9074;1315;9104;1261;929;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Scotland;British Isles;Europe;Glasgow;0;0;0;1;9079;1256;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
240;Northumberland;coastal;reformed;anglosaxon;0;0;3;0;0;0;2;7;2;0;0;0;0;0;clo;1;2;0;0;0;0;0;0;9177;1254;9122;1285;9214;1254;9191;1301;932;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Newcastle;0;0;0;1;9169;1281;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
241;Yorkshire;coastal;protestant;anglosaxon;0;0;3;0;0;0;3;9;0;0;0;0;0;0;clo;1;1;0;0;0;0;0;0;9226;1319;9220;1373;9265;1338;9250;1373;934;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;York;0;0;0;1;9225;1348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
242;Lancashire;coastal;catholic;anglosaxon;0;0;3;0;0;0;5;11;0;0;0;0;0;0;metal;1;3;0;0;0;0;0;0;9151;1333;9175;1368;9108;1379;9167;1404;929;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Lancaster;0;0;0;1;9158;1393;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
243;Wales;coastal;catholic;gaelic;0;0;3;0;0;0;3;7;2;0;0;0;0;0;metal;1;0;0;0;0;0;0;0;9112;1503;9083;1444;9065;1494;9065;1531;1331;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Cardiff;0;0;0;0;9113;1499;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
244;Midlands;inland;reformed;anglosaxon;0;0;3;0;0;0;5;11;0;0;0;0;0;0;metal;1;2;0;0;0;0;0;0;9198;1416;9157;1466;0;0;9194;1434;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Coventry;0;0;0;0;9182;1454;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
245;Lincoln;inland;protestant;anglosaxon;0;0;3;0;0;0;4;8;0;0;0;0;0;0;clo;1;2;0;0;0;0;0;0;9226;1455;9286;1410;0;0;9229;1475;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Lincoln;0;0;0;0;9249;1445;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
246;Bristol;coastal;protestant;anglosaxon;0;0;3;0;0;0;4;9;0;0;0;0;0;0;fish;1;3;0;0;0;0;0;0;9188;1521;9213;1515;9133;1574;9153;1581;1331;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Bristol;0;0;0;1;9197;1533;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
247;Anglia;coastal;protestant;anglosaxon;0;0;3;0;0;0;8;16;0;0;0;0;0;0;grai;1;5;0;0;0;0;0;0;9318;1472;9344;1460;9381;1489;9267;1495;935;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;London;1422;0;0;1;9305;1501;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
248;Kent;coastal;reformed;anglosaxon;0;0;3;0;0;0;4;9;0;0;0;0;0;0;grai;1;2;0;0;0;0;0;0;9339;1559;9288;1590;9364;1584;9310;1558;937;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Canterbury;0;0;0;1;9305;1572;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
249;Wessex;coastal;protestant;anglosaxon;0;0;3;0;0;0;3;8;0;0;0;0;0;0;grai;1;2;0;0;0;0;0;0;9249;1580;9178;1624;9216;1635;9218;1565;936;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Portsmouth;0;0;0;1;9230;1581;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
250;Cornwall;coastal;protestant;anglosaxon;0;0;3;0;0;0;2;8;0;0;0;0;0;0;fish;0;1;0;0;0;0;0;0;9088;1588;9008;1668;9053;1686;9081;1611;926;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;England;British Isles;Europe;Plymouth;0;0;0;1;9102;1614;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
251;Skåne;coastal;protestant;scandinavian;0;0;2;0;0;0;5;15;0;0;0;0;0;0;grai;1;2;0;0;0;0;0;0;10064;1380;10161;1313;10086;1418;10087;1351;875;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sweden;Scandinavia;Europe;Lund;0;0;0;1;10080;1340;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
252;Småland;coastal;protestant;scandinavian;0;0;5;0;0;0;2;5;1;0;0;0;0;0;NAVS;0;1;0;0;0;0;0;0;10139;1210;10081;1270;10215;1234;10123;1272;877;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sweden;Scandinavia;Europe;Kalmar;0;0;0;1;10148;1269;10220;1268;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
253;Västergötland;coastal;protestant;scandinavian;0;0;5;0;0;0;2;7;1;0;0;0;0;0;grai;1;1;0;0;0;0;0;0;10028;1163;10040;1049;9997;1183;10037;1213;1362;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Sweden;Scandinavia;Europe;Älvsborg;1460;0;0;1;10059;1184;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
254;Svealand;coastal;protestant;scandinavian;0;0;5;0;0;0;5;11;1;0;0;0;0;0;fish;1;3;0;0;0;0;0;0;10232;1036;10201;1172;10306;1084;10271;1001;880;10153;1143;2;-100;-100;0;10259;1063;4;10202;1037;6;Sweden;Scandinavia;Europe;Stockholm;1458;1459;1461;1;10207;1119;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
255;Østlandet;coastal;protestant;scandinavian;0;0;5;0;0;0;2;7;2;0;0;0;0;0;NAVS;0;1;0;0;0;0;0;0;9963;1046;9914;1052;9965;1094;9994;993;1362;9984;898;2;10003;915;1;-100;-100;0;-100;-100;0;Norway;Scandinavia;Europe;Oslo;0;0;0;1;9929;987;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
256;Bergenshus;coastal;protestant;scandinavian;0;0;7;0;0;0;2;6;2;0;0;0;0;0;fish;0;1;0;0;0;0;0;0;9834;995;9937;842;9775;997;9874;925;873;9840;1088;3;9844;1054;0;9869;820;3;9834;837;6;Norway;Scandinavia;Europe;Bergen;0;0;0;1;9942;809;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
257;Bergslagen;inland;protestant;scandinavian;0;0;7;0;0;0;3;9;1;0;0;0;0;0;mineral;1;1;0;0;0;0;0;0;10095;1027;10134;925;0;0;10146;1020;0;10079;931;3;10126;1040;2;10145;1060;3;10099;885;5;Norway;Scandinavia;Europe;Mora;0;0;0;1;10103;948;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
258;Trøndelag;coastal;protestant;scandinavian;0;0;7;0;0;0;2;5;2;0;0;0;0;0;fish;0;0;0;0;0;0;0;0;9994;735;10105;624;9983;690;10059;695;840;10024;777;2;-100;-100;0;-100;-100;0;-100;-100;0;Norway;Scandinavia;Europe;Trondheim;0;0;0;1;10086;621;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
259;Narvik;coastal;protestant;ugric;0;0;7;0;0;0;1;2;2;0;0;0;0;0;fish;0;0;0;5;1;0;0;0;10294;320;10158;538;10260;351;10257;385;841;10340;333;2;-100;-100;0;-100;-100;0;-100;-100;0;Norway;Scandinavia;Europe;Vaagan;0;0;0;1;10249;395;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
260;Lappland;inland;protestant;ugric;0;0;7;0;0;0;1;3;4;0;0;0;0;0;metal;0;-1;0;5;1;0;0;0;10254;494;10309;484;0;0;10281;573;0;10243;593;5;10292;594;6;10224;666;7;10366;439;2;Sweden;Scandinavia;Europe;Kiruna;0;0;0;1;10373;461;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
261;Finnmark;coastal;protestant;ugric;0;0;7;0;0;0;1;1;2;0;0;0;0;0;fish;0;-1;0;5;1;0;0;0;10443;268;10555;308;10482;237;10514;283;842;10444;296;7;10621;337;5;10520;387;0;-100;-100;0;Norway;Scandinavia;Europe;Vardø;0;0;0;1;10520;323;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
262;Kola;inland;orthodox;ugric;0;0;7;0;0;0;1;4;2;0;0;0;0;0;Furs;0;-1;0;5;1;0;0;0;10665;500;10766;406;0;0;10939;423;0;10679;415;7;10866;401;7;10896;496;3;-100;-100;0;Finland;Scandinavia;Europe;Kola;0;0;0;1;10758;431;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
263;Österbotten;coastal;protestant;ugric;0;0;7;0;0;0;1;3;1;0;0;0;0;0;Furs;0;0;0;0;0;0;0;0;10438;766;10576;551;10387;785;10469;498;881;10464;431;5;10494;456;5;10542;452;6;10528;505;7;Finland;Scandinavia;Europe;Vasa;0;0;0;1;10547;647;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
264;Tavastland;inland;protestant;ugric;0;0;7;0;0;0;1;3;1;0;0;0;0;0;NAVS;0;1;0;0;0;0;0;0;10513;866;10535;785;0;0;10547;879;0;-100;-100;0;-100;-100;0;-100;-100;0;-100;-100;0;Finland;Scandinavia;Europe;Tavastehus;0;0;0;1;10514;835;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
265;Nyland;coastal;protestant;ugric;0;0;7;0;0;0;4;7;1;0;0;0;0;0;NAVS;0;1;0;0;0;0;0;0;10533;989;10627;907;10500;1033;10565;959;880;10663;922;4;10516;922;2;-100;-100;0;-100;-100;0;Finland;Scandinavia;Europe;Viborg;0;0;0;1;10578;937;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
266;Kexholm;inland;protestant;ugric;0;0;7;0;0;0;2;5;4;0;0;0;0;0;NAVS;0;0;0;0;0;0;0;0;10711;813;10724;763;0;0;10761;806;0;10739;856;0;10708;900;1;10702;875;2;-100;-100;0;Finland;Scandinavia;Europe;Kexholm;0;0;0;0;10719;802;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
267;Olonets;inland;orthodox;ugric;0;0;7;0;0;0;4;5;1;0;0;0;0;0;Furs;0;0;0;0;0;0;0;0;10891;920;10897;822;0;0;10951;813;0;10992;931;6;10946;912;6;10826;821;5;10851;927;5;Russia;Eastern Europe;Europe;Kargopor;1361;0;0;0;10919;867;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
